X_world,Y_world,R_world
-9.081095048271198067e+00,6.503577619880027214e+02,1.756253263843368939e-01
-1.140215579119756129e+01,6.287882246531239616e+02,1.668440600651200645e-01
-9.057209194520797979e+00,6.287983539938230706e+02,1.668440600651200645e-01
-1.121580792025599571e+01,6.294545396098047831e+02,1.756253263843368939e-01
-1.035977075607679332e+01,6.303818102430800536e+02,1.053751958306021475e-01
-1.030453328530719403e+01,6.402407132087776063e+02,1.580627937459032073e-01
-9.653913499968636458e+00,6.420755258403673906e+02,2.283129242996379815e-01
-9.044730471014393203e+00,6.426469592362864205e+02,1.053751958306021475e-01
-8.254905221939198512e+00,6.457639334573055976e+02,2.283129242996379815e-01
-1.111599697671679543e+01,6.501590682270799562e+02,2.195316579804211243e-01
-1.025831213491535543e+01,6.579567852414591016e+02,2.370941906188548109e-01
-8.161562829291517218e+00,6.606575177813708706e+02,2.370941906188548109e-01
-8.174506268625915339e+00,6.605316264646636455e+02,2.283129242996379815e-01
-8.739568174959229552e+00,6.559186205506547367e+02,2.107503916612042949e-01
-8.997683003606878671e+00,6.578148989581031856e+02,2.019691253419874377e-01
-6.612365903237114040e+00,6.671986002639052913e+02,2.283129242996379815e-01
-8.569471530434553230e+00,6.515200021100339427e+02,1.580627937459032073e-01
-7.996633596564473478e+00,6.757569769252274909e+02,1.580627937459032073e-01
-7.440596463399995919e+00,6.676648834586079602e+02,1.668440600651200645e-01
-9.939473777766394846e+00,6.694951246140927879e+02,1.580627937459032073e-01
-6.755674968591034002e+00,6.638061658327609393e+02,1.756253263843368939e-01
-7.320519806737113555e+00,6.782894708793426162e+02,1.580627937459032073e-01
-9.893338009619032647e+00,6.543936484951623243e+02,1.844065927035537511e-01
-9.019360849330556817e+00,6.532221077278539951e+02,1.756253263843368939e-01
-1.050560663154508667e+01,6.682765722245492270e+02,2.195316579804211243e-01
-1.128439439736943584e+01,6.757863353712999697e+02,1.756253263843368939e-01
-9.792807691521563385e+00,6.571030887635874933e+02,2.195316579804211243e-01
-1.166012754589791811e+01,6.568094843098230058e+02,1.756253263843368939e-01
-8.726146633765118565e+00,6.668828830997285877e+02,1.053751958306021475e-01
-8.844295912848798125e+00,6.767690127142680012e+02,1.492815274266863779e-01
-7.385394505005241861e+00,6.726802431293129985e+02,1.405002611074695207e-01
-5.818573118097146946e+00,6.569340900044412592e+02,1.405002611074695207e-01
-7.790109070274552572e+00,6.568142810076528804e+02,1.405002611074695207e-01
-7.666452968397308609e+00,6.674376951960371116e+02,1.317189947882526635e-01
